,ID,Latitud,Longitud,Elevación,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
PUERTO AYACUC/VENEZUELA,31480457000.000000,5.600000,-67.500000,74.000000,33.897000,34.286000,34.935455,33.363750,31.112857,30.315000,30.298000,30.763636,32.007000,32.598571,32.760000,33.071818
SANTA ELENA D/VENEZUELA,31480462000.000000,4.600000,-61.120000,907.000000,27.978000,28.411000,28.748333,28.070909,27.070909,26.504545,26.310000,27.251000,28.484000,28.942308,28.352727,27.811538
CAYENNE/ROCHA/FRENCH GUIANA (FRANCE),31581405000.000000,4.830000,-52.370000,9.000000,29.016667,29.181429,29.485000,29.871538,29.816250,30.128750,30.741250,31.716667,32.152857,32.310000,31.497500,30.136667
BELIZE/PHILLI/BELIZE,40278583000.000000,17.530000,-88.300000,5.000000,27.335000,28.193333,29.105455,30.585000,31.576667,31.310000,31.014545,31.232727,31.351667,30.135000,28.660000,27.605455
"NORMAN WELLS,/CANADA",40371043000.000000,65.280000,-126.800000,74.000000,-22.240000,-19.610526,-12.250000,1.160000,11.904545,20.672727,22.485000,18.991304,11.250000,-1.725000,-15.008000,-18.932000
THOMPSON WEAT/CANADA,40371079000.000000,55.800000,-97.850000,204.000000,-17.558824,-13.800000,-5.188235,4.844444,12.711111,19.741176,23.138889,21.138889,13.533333,5.172222,-6.983333,-16.205556
"HALL BEACH,N./CANADA",40371081000.000000,68.780000,-81.250000,8.000000,-28.138889,-28.044444,-24.140000,-14.705882,-4.882609,3.086957,10.390909,7.509524,2.528571,-4.881818,-13.895455,-21.408333
"CLYDE,N.W.T./CANADA",40371090000.000000,70.480000,-68.520000,26.000000,-24.938889,-25.322222,-22.494737,-13.905263,-4.110000,3.821053,8.800000,7.347059,2.629412,-4.200000,-12.735294,-19.352941
"SANDSPIT,B.C./CANADA",40371101000.000000,53.250000,-131.820000,6.000000,6.283333,6.560870,7.533333,9.532000,12.044000,14.828000,17.112000,17.854167,15.941667,12.084000,8.176000,6.332000
"PORT HARDY,B./CANADA",40371109000.000000,50.680000,-127.370000,22.000000,6.548000,7.229167,8.980000,11.232000,13.796154,15.953846,17.866667,18.216667,15.868421,11.731818,8.052174,5.935000
"COLD LAKE,ALT/CANADA",40371120000.000000,54.420000,-110.280000,541.000000,-9.235294,-6.605882,0.670588,10.061111,16.766667,20.976471,23.550000,21.988889,16.161111,9.022222,-2.044444,-9.122222
"BANFF,ALTA./CANADA",40371122000.000000,51.180000,-115.570000,1384.000000,-3.016667,0.111111,4.705556,9.252632,14.100000,18.605556,22.605556,21.550000,15.766667,9.883333,0.483333,-5.105556
DANIEL'S HARB/CANADA,40371185000.000000,50.230000,-57.580000,19.000000,-3.695556,-4.084444,-1.595556,4.472632,9.430526,13.728235,17.816471,18.067500,14.387059,9.112353,4.533889,-0.499444
PORT-AUX-BASQ/CANADA,40371197000.000000,47.570000,-59.170000,40.000000,-1.676471,-2.017647,-0.194118,4.447059,8.983333,13.093750,17.382353,18.882353,15.511765,10.341176,5.805882,1.158824
"SABLE ISLAND,/CANADA",40371600000.000000,43.930000,-60.020000,4.000000,2.888000,2.091667,3.428000,6.654167,10.107692,14.115385,18.660000,20.700000,18.647826,14.145833,9.950000,5.491304
"SHEARWATER,N./CANADA",40371601000.000000,44.630000,-63.500000,51.000000,0.100000,0.553333,3.356250,8.456250,13.758824,18.705882,22.268750,22.386667,19.120000,13.186667,7.693333,2.314286
"YARMOUTH,N.S./CANADA",40371603000.000000,43.830000,-66.080000,43.000000,0.500000,0.877778,3.922222,9.189474,13.768421,17.877778,20.833333,20.970588,18.333333,13.244444,8.994444,3.700000
MONTREAL/DORV/CANADA,40371627000.000000,45.470000,-73.750000,36.000000,-5.193750,-2.500000,2.500000,11.400000,19.041176,23.835294,26.181250,25.213333,20.253333,13.133333,5.266667,-1.880000
"BAGOTVILLE,QU/CANADA",40371727000.000000,48.330000,-71.000000,159.000000,-9.784000,-6.812500,-0.557692,7.992000,16.307692,21.996154,24.376000,23.069565,17.691667,9.772000,1.912000,-5.764000
"NORTH BAY,ONT/CANADA",40371731000.000000,46.350000,-79.430000,371.000000,-7.606250,-4.453333,0.341176,8.937500,16.676471,21.435294,24.031250,22.600000,17.313333,10.420000,2.073333,-4.753333
"GORE BAY,ONT./CANADA",40371733000.000000,45.880000,-82.570000,193.000000,-4.570588,-3.652941,1.235294,9.677778,15.866667,21.293750,25.175000,23.656250,19.200000,11.825000,5.175000,-1.275000
GANDER INT.AI/CANADA,40371803000.000000,48.950000,-54.570000,151.000000,-2.930000,-2.300000,0.280000,5.960870,12.037500,17.328000,22.066667,21.060870,16.365217,10.030435,4.762500,-0.087500
"SEPT-ILES, QU/CANADA",40371811000.000000,50.220000,-66.270000,55.000000,-9.118750,-6.793333,-1.729412,4.080000,10.782353,16.452941,19.787500,18.907143,14.180000,7.606667,0.940000,-5.720000
"NATASHQUAN,QU/CANADA",40371813000.000000,50.180000,-61.820000,11.000000,-7.494444,-6.050000,-1.972222,3.721053,10.105263,15.272222,19.438889,18.705556,14.538889,8.583333,2.561111,-4.088889
"STEPHENVILLE,/CANADA",40371815000.000000,48.530000,-58.550000,26.000000,-2.075000,-2.166667,0.781250,6.826667,12.194118,16.252941,20.281250,20.326667,16.493333,10.360000,5.246667,0.406667
"GOOSE,NFLD./CANADA",40371816000.000000,53.320000,-60.420000,49.000000,-12.092000,-9.225000,-3.464000,4.176000,11.315385,17.265385,21.176000,20.445833,15.008333,7.032000,-0.116000,-7.892000
"CARTWRIGHT,NF/CANADA",40371818000.000000,53.700000,-57.030000,14.000000,-8.816667,-7.666667,-3.777778,2.752632,7.957895,13.800000,18.561111,17.738889,13.466667,6.833333,1.138889,-5.216667
SCHEFFERVILLE/CANADA,40371828000.000000,54.800000,-66.800000,518.000000,-18.022222,-15.433333,-9.211111,-0.273684,7.026316,14.300000,17.800000,16.229412,10.755556,2.716667,-5.094444,-13.983333
"KAPUSKASING,O/CANADA",40371831000.000000,49.420000,-82.470000,227.000000,-11.541176,-7.256250,-1.300000,7.581250,16.217647,21.264706,24.212500,22.586667,16.260000,8.756250,-0.737500,-8.631250
"MOOSONEE,ONT./CANADA",40371836000.000000,51.270000,-80.650000,10.000000,-14.090000,-10.115000,-3.985000,4.225000,12.579167,19.184000,22.500000,21.291667,16.066667,8.392000,-0.388000,-9.541667
SIOUX LOOKOUT/CANADA,40371842000.000000,50.120000,-91.900000,390.000000,-11.716667,-8.622222,-0.411111,9.173684,16.284211,21.288889,24.805556,22.883333,16.872222,8.188889,-0.972222,-9.966667
BIG TROUT LAK/CANADA,40371844000.000000,53.800000,-89.880000,224.000000,-16.750000,-13.622222,-5.027778,3.952632,11.778947,18.005556,22.000000,20.161111,13.283333,5.033333,-4.716667,-14.338889
WINNIPEG INT./CANADA,40371852000.000000,49.900000,-97.230000,239.000000,-11.306250,-7.500000,-0.611765,10.612500,18.952941,23.358824,26.206250,25.760000,18.680000,10.813333,-1.220000,-9.513333
"REGINA,SASK./CANADA",40371863000.000000,50.430000,-104.670000,577.000000,-9.093750,-6.233333,0.364706,11.368750,18.682353,23.252941,26.037500,26.133333,18.393333,11.406667,-0.573333,-7.840000
"THE PAS,MAN./CANADA",40371867000.000000,53.970000,-101.100000,271.000000,-14.128000,-10.204167,-2.888462,7.072000,14.642308,20.892308,23.976000,22.466667,15.352174,7.416000,-3.891667,-12.320833
PRINCE ALBERT/CANADA,40371869000.000000,53.220000,-105.680000,428.000000,-10.647222,-8.669444,-1.180556,9.723684,17.155263,21.908333,24.469444,22.886111,16.647222,8.891667,-2.255556,-9.983333
"LETHBRIDGE,AL/CANADA",40371874000.000000,49.630000,-112.800000,929.000000,0.043750,2.013333,6.017647,13.280000,18.587500,22.317647,26.081250,26.340000,19.666667,14.106667,4.133333,-0.333333
EDMONTON MUNI/CANADA,40371879000.000000,53.570000,-113.520000,671.000000,-5.901250,-3.168000,2.210588,11.278667,17.598824,20.781176,22.870000,22.530000,16.716667,10.736667,-0.903333,-5.039286
VANCOUVER INT/CANADA,40371892000.000000,49.180000,-123.170000,2.000000,6.862500,7.920000,10.394118,13.162500,16.441176,19.294118,21.770588,22.143750,18.987500,13.450000,9.206250,5.987500
ESTEVAN POINT/CANADA,40371894000.000000,49.380000,-126.550000,7.000000,8.207692,8.841667,9.646154,10.866667,13.250000,15.253846,16.653846,17.238462,15.853846,13.076923,9.550000,7.500000
PRINCE GEORGE/CANADA,40371896000.000000,53.880000,-122.680000,691.000000,-3.925000,-0.700000,5.194118,11.143750,16.118750,19.623529,22.241176,21.818750,16.781250,9.481250,0.431250,-4.306250
PRINCE RUPERT/CANADA,40371898000.000000,54.300000,-130.430000,34.000000,5.914286,5.935714,7.678571,9.686667,12.486667,14.646667,16.213333,16.814286,15.050000,11.100000,6.764286,4.864286
FORT CHIMO/CANADA,40371906000.000000,58.100000,-68.400000,36.000000,-18.885714,-16.769231,-10.850000,-2.223077,6.333333,13.366667,18.153333,16.607143,10.857143,3.966667,-3.178571,-11.073333
"INUKJUAK, QUE/CANADA",40371907000.000000,58.450000,-78.120000,6.000000,-20.292000,-20.366667,-14.787500,-5.783333,1.772000,9.624000,15.187500,13.495652,8.887500,3.088000,-3.533333,-12.012000
FROBISHER BAY/CANADA,40371909000.000000,63.800000,-68.600000,21.000000,-22.788889,-22.900000,-16.613333,-7.692857,0.060000,6.913333,12.600000,10.757143,5.707692,-0.385714,-6.315385,-13.684615
"CHURCHILL,MAN/CANADA",40371913000.000000,58.730000,-94.070000,29.000000,-21.729167,-19.562500,-13.812500,-4.584000,2.760000,11.564000,18.012500,16.829167,9.917391,2.050000,-8.612500,-17.591667
CORAL HARBOUR/CANADA,40371915000.000000,64.200000,-83.370000,64.000000,-25.436000,-25.020833,-20.153846,-10.552000,-2.892308,6.476923,14.792000,11.691304,4.945833,-2.764000,-11.312500,-19.636000
"EUREKA,N.W.T./CANADA",40371917000.000000,79.980000,-85.930000,10.000000,-32.086400,-33.020000,-32.614400,-22.116667,-6.294615,6.359231,9.900800,6.164348,-2.862500,-16.479200,-25.087500,-28.651200
"RESOLUTE,N.W./CANADA",40371924000.000000,74.720000,-94.980000,67.000000,-28.726316,-29.070588,-26.696154,-17.925000,-7.407692,2.665385,7.256000,4.345833,-2.020833,-10.340000,-18.837500,-24.064000
CAMBRIDGE BAY/CANADA,40371925000.000000,69.100000,-105.120000,27.000000,-28.878947,-28.816667,-25.312000,-15.983333,-5.684000,5.828000,12.920833,9.795652,2.654167,-7.140000,-18.495833,-24.616000
"BAKER LAKE, N/CANADA",40371926000.000000,64.300000,-96.080000,18.000000,-28.526316,-27.121053,-22.019048,-12.336842,-2.956000,9.096000,17.028000,14.273913,6.578261,-3.264000,-15.283333,-22.880000
FORT SMITH/CANADA,40371934000.000000,60.000000,-112.000000,203.000000,-18.289474,-13.078947,-5.290476,5.889474,14.015385,20.976923,23.252000,20.921739,13.779167,4.284000,-7.252174,-14.780000
"COPPERMINE,N./CANADA",40371938000.000000,67.820000,-115.130000,22.000000,-23.031765,-22.482667,-20.500556,-11.787333,-1.259412,9.999412,16.270000,13.424375,7.140588,-3.283889,-14.824118,-19.671176
"FORT NELSON,B/CANADA",40371945000.000000,58.830000,-122.580000,382.000000,-16.500000,-9.534783,-1.707692,9.312500,16.269231,21.511538,23.342308,21.376000,15.460000,5.076923,-8.892000,-14.669231
"SMITHERS,B.C./CANADA",40371950000.000000,54.820000,-127.180000,523.000000,-2.594444,0.133333,5.438889,10.657895,15.868421,19.500000,21.810526,21.357895,15.783333,8.994444,0.766667,-3.922222
"INUVIK,N.W.T./CANADA",40371957000.000000,68.300000,-133.480000,68.000000,-22.683333,-21.011111,-17.430000,-6.377778,4.716000,17.804167,19.300000,15.508696,7.947826,-4.970833,-16.450000,-19.729167
"WITHEHORSE, Y/CANADA",40371964000.000000,60.720000,-135.070000,703.000000,-12.350000,-7.373913,-1.254167,6.517391,13.741667,18.966667,20.630435,18.419048,12.263636,4.321739,-5.600000,-8.866667
PUERTO LIMON/COSTA RICA,40578767000.000000,10.000000,-83.050000,3.000000,28.717143,29.102857,29.553333,30.142222,30.281250,30.421818,30.131429,30.378000,30.958000,30.753333,29.228000,28.698000
"GUANTANAMO,OR/CUBA",40678367000.000000,19.900000,-75.130000,23.000000,30.231429,30.199130,30.337826,31.092609,31.703043,32.629130,33.358333,33.543913,33.142381,32.438000,31.795714,31.092105
MONTEGO BAY/S/JAMAICA,41378388000.000000,18.500000,-77.920000,8.000000,29.630769,29.906667,30.420000,31.269231,31.925000,32.915385,33.193333,33.384615,33.050000,32.178571,31.007143,29.876923
KINGSTON/NORM/JAMAICA,41378397000.000000,17.930000,-76.780000,14.000000,30.909091,30.810000,31.023077,31.558333,31.940000,32.600000,33.000000,33.061538,32.800000,32.341667,31.830769,31.126667
PIARCO INT. A/TRINIDAD AND TOBAGO,42478970000.000000,10.620000,-61.350000,15.000000,31.697778,32.058000,32.894000,33.657500,33.177500,32.262000,32.357500,33.070909,33.728000,33.162000,32.287500,31.789091
BREWTON 3 SSE/UNITED STATES OF AMERICA,42500011084.000000,31.058100,-87.054700,25.900000,16.626667,18.952308,23.047600,26.291923,30.050000,32.423600,33.266154,33.025000,30.825833,26.626154,22.311481,17.798846
FAIRHOPE 2 NE/UNITED STATES OF AMERICA,42500012813.000000,30.546700,-87.880800,7.000000,16.315333,18.244000,21.792333,25.289667,29.241333,31.803000,32.713667,32.653333,30.844667,26.525000,21.902667,17.521333
GAINESVILLE LOCK/UNITED STATES OF AMERICA,42500013160.000000,32.834700,-88.134200,38.100000,12.643214,15.208966,19.801481,23.996071,28.177143,31.573571,32.881154,32.823462,30.095556,24.627857,19.123929,14.144643
GREENSBORO/UNITED STATES OF AMERICA,42500013511.000000,32.701700,-87.580800,67.100000,12.178276,14.824000,19.198000,23.074667,26.943000,30.501429,31.790667,31.731000,28.823793,23.710357,18.395000,13.322143
HIGHLAND HOME/UNITED STATES OF AMERICA,42500013816.000000,31.870000,-86.254200,132.000000,13.748519,16.311724,20.588276,24.243448,28.388621,31.187667,32.163571,31.937500,29.721786,24.933929,20.004815,15.054286
MUSCLE SHOALS AP/UNITED STATES OF AMERICA,42500015749.000000,34.744200,-87.599700,164.600000,10.813704,13.407037,18.527037,23.465357,27.635556,31.678148,33.164444,33.222222,29.804815,23.975926,18.141852,12.057407
SAINT BERNARD/UNITED STATES OF AMERICA,42500017157.000000,34.173600,-86.813300,243.800000,10.381786,12.825000,17.528148,22.295714,26.186429,29.841481,31.842308,31.707857,28.606429,22.971481,17.286786,11.537500
SCOTTSBORO/UNITED STATES OF AMERICA,42500017304.000000,34.673600,-86.053600,187.500000,10.120000,12.687667,17.579286,22.150667,26.497308,30.191111,31.878846,31.979643,28.733929,22.977931,17.353214,11.553214
SELMA/UNITED STATES OF AMERICA,42500017366.000000,32.410000,-87.015300,44.800000,14.673043,16.941667,21.469565,24.973043,29.098333,32.594348,33.427917,33.383750,30.798261,25.513750,20.557600,15.433478
TALLADEGA/UNITED STATES OF AMERICA,42500018024.000000,33.416400,-86.135000,136.600000,12.250357,14.690357,19.407037,23.647778,27.623846,30.947500,32.529643,32.366071,29.339643,24.137037,18.871154,13.565000
THOMASVILLE/UNITED STATES OF AMERICA,42500018178.000000,31.541100,-87.883300,118.900000,14.119630,16.718148,20.888519,24.800000,28.680741,31.775357,32.795714,32.620370,30.352857,25.155714,20.164444,15.236296
TROY/UNITED STATES OF AMERICA,42500018323.000000,31.807500,-85.972200,165.200000,14.571111,16.890370,21.171429,25.214615,28.883200,31.867308,32.830741,32.531852,30.199259,25.412800,20.695000,15.484444
TUSCALOOSA ACFD/UNITED STATES OF AMERICA,42500018380.000000,33.211900,-87.616100,51.500000,13.046000,15.607667,20.366429,24.508966,28.593214,32.042414,33.606897,33.486207,30.440000,24.926897,19.484483,14.183667
UNION SPRINGS 9 S/UNITED STATES OF AMERICA,42500018438.000000,32.014200,-85.746400,134.100000,14.656207,17.340741,21.355172,24.781724,28.887143,31.959286,33.056429,32.652500,30.144286,25.581034,20.889655,15.853214
VALLEY HEAD/UNITED STATES OF AMERICA,42500018469.000000,34.566700,-85.612800,323.700000,9.507000,11.994333,16.669333,21.341667,25.433667,29.291667,30.979333,30.790000,27.631724,22.166333,16.584000,10.706897
AJO/UNITED STATES OF AMERICA,42500020080.000000,32.369700,-112.860000,539.500000,19.206154,21.154783,24.029444,28.372353,33.125385,37.764762,39.223846,38.745882,36.534286,30.903158,23.608333,19.122000
BUCKEYE/UNITED STATES OF AMERICA,42500021026.000000,33.376100,-112.582800,271.300000,20.111500,22.507895,25.401000,30.501500,35.348500,40.544706,41.498421,40.815789,37.909500,31.767500,24.566842,19.346316
CANYON DE CHELLY/UNITED STATES OF AMERICA,42500021248.000000,36.153300,-109.539400,1709.900000,5.733448,8.972667,14.169333,18.891667,24.933793,30.607000,32.536333,30.642963,26.797586,19.745000,11.804333,5.396552
CHANDLER HEIGHTS/UNITED STATES OF AMERICA,42500021514.000000,33.205800,-111.681900,434.300000,18.455600,20.474000,23.950833,28.546800,34.016400,39.053462,39.830000,38.610000,36.060455,29.795000,22.454783,17.710870
CHILDS/UNITED STATES OF AMERICA,42500021614.000000,34.349400,-111.698100,807.700000,16.872273,18.871905,21.762857,26.225714,32.328095,37.511429,38.879000,37.525238,34.180000,28.533182,21.335714,15.757500
FT VALLEY/UNITED STATES OF AMERICA,42500023160.000000,35.268100,-111.742800,2239.400000,7.502692,8.784615,11.332000,16.063600,21.410400,27.041200,28.557917,27.011250,23.845200,18.142400,12.126000,7.526538
GRAND CANYON NP 2/UNITED STATES OF AMERICA,42500023596.000000,36.052800,-112.150300,2068.100000,5.658966,6.766429,10.315862,14.715517,20.684483,26.589643,28.410345,26.594643,23.039286,16.615185,9.968077,5.315000
HOLBROOK/UNITED STATES OF AMERICA,42500024089.000000,34.909400,-110.154400,1549.900000,9.844000,13.420000,17.491786,21.807500,27.149655,32.288519,34.032222,32.227692,28.794000,22.736923,15.560400,9.378148
LEES FERRY/UNITED STATES OF AMERICA,42500024849.000000,36.864400,-111.602200,978.400000,8.686818,12.504091,18.052174,24.166957,30.064286,36.534091,38.559091,36.333333,31.668095,23.530870,14.537391,8.420000
MIAMI/UNITED STATES OF AMERICA,42500025512.000000,33.404400,-110.870000,1085.100000,16.445185,18.101154,21.292222,25.998400,31.204000,36.384800,37.541600,36.220000,33.882308,28.052692,21.191154,16.006400
PARKER/UNITED STATES OF AMERICA,42500026250.000000,34.154700,-114.289700,128.000000,20.027619,22.916154,26.610455,31.207083,36.252500,40.503636,42.558824,41.813333,38.781429,31.941053,25.027500,19.468571
PEARCE SUNSITES/UNITED STATES OF AMERICA,42500026353.000000,31.935600,-109.837800,1325.900000,14.531852,16.918519,19.727600,24.024615,28.696923,33.308846,32.371200,30.831200,29.477692,24.933704,18.638846,14.648462
PRESCOTT/UNITED STATES OF AMERICA,42500026796.000000,34.570600,-112.432200,1586.500000,11.159286,12.645172,15.588571,19.734138,24.799310,30.071724,31.739655,30.055517,27.361034,22.059643,15.782500,10.874483
ROOSEVELT 1 WNW/UNITED STATES OF AMERICA,42500027281.000000,33.673100,-111.150800,672.100000,15.571429,18.096429,22.104138,27.305000,32.645714,38.139643,39.208214,37.788571,34.869643,27.999643,20.598214,15.081429
SACATON/UNITED STATES OF AMERICA,42500027370.000000,33.080000,-111.741700,391.700000,17.614000,21.302857,23.712857,29.472857,33.482857,39.401667,39.940000,38.746000,37.010000,31.500000,24.820000,18.236000
SAFFORD AGRICULTRL C/UNITED STATES OF AMERICA,42500027390.000000,32.815000,-109.680800,900.400000,15.686429,18.361481,21.827778,26.646667,31.994444,36.598148,36.417857,35.002143,33.063929,27.690000,20.618800,15.379643
SAINT JOHNS/UNITED STATES OF AMERICA,42500027435.000000,34.517200,-109.402800,1764.800000,9.666429,12.603667,16.401667,20.777333,26.272414,31.430667,32.265517,30.369667,27.784667,22.022000,14.856071,9.347000
SELIGMAN/UNITED STATES OF AMERICA,42500027716.000000,35.332200,-112.879700,1600.200000,11.132500,12.968214,16.319630,20.286667,25.968889,31.177500,33.132857,31.472500,28.500690,22.780357,16.260714,10.805556
TOMBSTONE/UNITED STATES OF AMERICA,42500028619.000000,31.705600,-110.056900,1405.100000,15.800357,17.623929,21.013929,25.509286,30.309259,35.010000,34.015185,32.220000,31.042143,26.223571,20.212593,15.660741
